,PassengerId,Survived,Pclass,Sex,Age,SibSp,Parch,Ticket,Fare,Cabin,Embarked,Deck
403,404,0,3,male,28.0,1,0,STON/O2. 3101279,15.85,,S,2.0
404,405,0,3,female,20.0,0,0,315096,8.6625,,S,2.0
405,406,0,2,male,34.0,1,0,28664,21.0,,S,2.0
406,407,0,3,male,51.0,0,0,347064,7.75,,S,2.0
407,408,1,2,male,3.0,1,1,29106,18.75,,S,2.0
408,409,0,3,male,21.0,0,0,312992,7.775,,S,2.0
409,410,0,3,female,29.0,3,1,4133,25.4667,,S,2.0
410,411,0,3,male,29.0,0,0,349222,7.8958,,S,2.0
411,412,0,3,male,29.0,0,0,394140,6.8583,,Q,2.0
412,413,1,1,female,33.0,1,0,19928,90.0,C78,Q,2.0
413,414,0,2,male,29.0,0,0,239853,0.0,,S,2.0
414,415,1,3,male,44.0,0,0,STON/O 2. 3101269,7.925,,S,2.0
415,416,0,3,female,29.0,0,0,343095,8.05,,S,2.0
416,417,1,2,female,34.0,1,1,28220,32.5,,S,2.0
417,418,1,2,female,18.0,0,2,250652,13.0,,S,2.0
418,419,0,2,male,30.0,0,0,28228,13.0,,S,2.0
419,420,0,3,female,10.0,0,2,345773,24.15,,S,2.0
420,421,0,3,male,29.0,0,0,349254,7.8958,,C,2.0
421,422,0,3,male,21.0,0,0,A/5. 13032,7.7333,,Q,2.0
422,423,0,3,male,29.0,0,0,315082,7.875,,S,2.0
423,424,0,3,female,28.0,1,1,347080,14.4,,S,2.0
424,425,0,3,male,18.0,1,1,370129,20.2125,,S,2.0
425,426,0,3,male,29.0,0,0,A/4. 34244,7.25,,S,2.0
426,427,1,2,female,28.0,1,0,2003,26.0,,S,2.0
427,428,1,2,female,19.0,0,0,250655,26.0,,S,2.0
428,429,0,3,male,29.0,0,0,364851,7.75,,Q,2.0
429,430,1,3,male,32.0,0,0,SOTON/O.Q. 392078,8.05,E10,S,4.0
430,431,1,1,male,28.0,0,0,110564,26.55,C52,S,2.0
431,432,1,3,female,29.0,1,0,376564,16.1,,S,2.0
432,433,1,2,female,42.0,1,0,SC/AH 3085,26.0,,S,2.0
433,434,0,3,male,17.0,0,0,STON/O 2. 3101274,7.125,,S,2.0
434,435,0,1,male,50.0,1,0,13507,55.9,E44,S,4.0
435,436,1,1,female,14.0,1,2,113760,120.0,B96 B98,S,1.0
436,437,0,3,female,21.0,2,2,W./C. 6608,34.375,,S,2.0
437,438,1,2,female,24.0,2,3,29106,18.75,,S,2.0
438,439,0,1,male,64.0,1,4,19950,263.0,C23 C25 C27,S,2.0
439,440,0,2,male,31.0,0,0,C.A. 18723,10.5,,S,2.0
440,441,1,2,female,45.0,1,1,F.C.C. 13529,26.25,,S,2.0
441,442,0,3,male,20.0,0,0,345769,9.5,,S,2.0
442,443,0,3,male,25.0,1,0,347076,7.775,,S,2.0
443,444,1,2,female,28.0,0,0,230434,13.0,,S,2.0
444,445,1,3,male,29.0,0,0,65306,8.1125,,S,2.0
445,446,1,1,male,4.0,0,2,33638,81.8583,A34,S,0.0
446,447,1,2,female,13.0,0,1,250644,19.5,,S,2.0
447,448,1,1,male,34.0,0,0,113794,26.55,,S,2.0
448,449,1,3,female,5.0,2,1,2666,19.2583,,C,2.0
449,450,1,1,male,52.0,0,0,113786,30.5,C104,S,2.0
450,451,0,2,male,36.0,1,2,C.A. 34651,27.75,,S,2.0
451,452,0,3,male,29.0,1,0,65303,19.9667,,S,2.0
452,453,0,1,male,30.0,0,0,113051,27.75,C111,C,2.0
453,454,1,1,male,49.0,1,0,17453,89.1042,C92,C,2.0
454,455,0,3,male,29.0,0,0,A/5 2817,8.05,,S,2.0
455,456,1,3,male,29.0,0,0,349240,7.8958,,C,2.0
456,457,0,1,male,65.0,0,0,13509,26.55,E38,S,4.0
457,458,1,1,female,29.0,1,0,17464,51.8625,D21,S,3.0
458,459,1,2,female,50.0,0,0,F.C.C. 13531,10.5,,S,2.0
459,460,0,3,male,29.0,0,0,371060,7.75,,Q,2.0
460,461,1,1,male,48.0,0,0,19952,26.55,E12,S,4.0
461,462,0,3,male,34.0,0,0,364506,8.05,,S,2.0
462,463,0,1,male,47.0,0,0,111320,38.5,E63,S,4.0
463,464,0,2,male,48.0,0,0,234360,13.0,,S,2.0
464,465,0,3,male,29.0,0,0,A/S 2816,8.05,,S,2.0
465,466,0,3,male,38.0,0,0,SOTON/O.Q. 3101306,7.05,,S,2.0
466,467,0,2,male,29.0,0,0,239853,0.0,,S,2.0
467,468,0,1,male,56.0,0,0,113792,26.55,,S,2.0
468,469,0,3,male,29.0,0,0,36209,7.725,,Q,2.0
469,470,1,3,female,0.75,2,1,2666,19.2583,,C,2.0
470,471,0,3,male,29.0,0,0,323592,7.25,,S,2.0
471,472,0,3,male,38.0,0,0,315089,8.6625,,S,2.0
472,473,1,2,female,33.0,1,2,C.A. 34651,27.75,,S,2.0
473,474,1,2,female,23.0,0,0,SC/AH Basle 541,13.7917,D,C,3.0
474,475,0,3,female,22.0,0,0,7553,9.8375,,S,2.0
475,476,0,1,male,29.0,0,0,110465,52.0,A14,S,0.0
476,477,0,2,male,34.0,1,0,31027,21.0,,S,2.0
477,478,0,3,male,29.0,1,0,3460,7.0458,,S,2.0
478,479,0,3,male,22.0,0,0,350060,7.5208,,S,2.0
479,480,1,3,female,2.0,0,1,3101298,12.2875,,S,2.0
480,481,0,3,male,9.0,5,2,CA 2144,46.9,,S,2.0
481,482,0,2,male,29.0,0,0,239854,0.0,,S,2.0
482,483,0,3,male,50.0,0,0,A/5 3594,8.05,,S,2.0
483,484,1,3,female,63.0,0,0,4134,9.5875,,S,2.0
484,485,1,1,male,25.0,1,0,11967,91.0792,B49,C,1.0
485,486,0,3,female,29.0,3,1,4133,25.4667,,S,2.0
486,487,1,1,female,35.0,1,0,19943,90.0,C93,S,2.0
487,488,0,1,male,58.0,0,0,11771,29.7,B37,C,1.0
488,489,0,3,male,30.0,0,0,A.5. 18509,8.05,,S,2.0
489,490,1,3,male,9.0,1,1,C.A. 37671,15.9,,S,2.0
490,491,0,3,male,29.0,1,0,65304,19.9667,,S,2.0
491,492,0,3,male,21.0,0,0,SOTON/OQ 3101317,7.25,,S,2.0
492,493,0,1,male,55.0,0,0,113787,30.5,C30,S,2.0
493,494,0,1,male,71.0,0,0,PC 17609,49.5042,,C,2.0
494,495,0,3,male,21.0,0,0,A/4 45380,8.05,,S,2.0
495,496,0,3,male,29.0,0,0,2627,14.4583,,C,2.0
496,497,1,1,female,54.0,1,0,36947,78.2667,D20,C,3.0
497,498,0,3,male,29.0,0,0,C.A. 6212,15.1,,S,2.0
498,499,0,1,female,25.0,1,2,113781,151.55,C22 C26,S,2.0
499,500,0,3,male,24.0,0,0,350035,7.7958,,S,2.0
500,501,0,3,male,17.0,0,0,315086,8.6625,,S,2.0
501,502,0,3,female,21.0,0,0,364846,7.75,,Q,2.0
502,503,0,3,female,29.0,0,0,330909,7.6292,,Q,2.0
503,504,0,3,female,37.0,0,0,4135,9.5875,,S,2.0
504,505,1,1,female,16.0,0,0,110152,86.5,B79,S,1.0
505,506,0,1,male,18.0,1,0,PC 17758,108.9,C65,C,2.0
506,507,1,2,female,33.0,0,2,26360,26.0,,S,2.0
507,508,1,1,male,29.0,0,0,111427,26.55,,S,2.0
508,509,0,3,male,28.0,0,0,C 4001,22.525,,S,2.0
509,510,1,3,male,26.0,0,0,1601,56.4958,,S,2.0
510,511,1,3,male,29.0,0,0,382651,7.75,,Q,2.0
511,512,0,3,male,29.0,0,0,SOTON/OQ 3101316,8.05,,S,2.0
512,513,1,1,male,36.0,0,0,PC 17473,26.2875,E25,S,4.0
513,514,1,1,female,54.0,1,0,PC 17603,59.4,,C,2.0
514,515,0,3,male,24.0,0,0,349209,7.4958,,S,2.0
515,516,0,1,male,47.0,0,0,36967,34.0208,D46,S,3.0
516,517,1,2,female,34.0,0,0,C.A. 34260,10.5,F33,S,5.0
517,518,0,3,male,29.0,0,0,371110,24.15,,Q,2.0
518,519,1,2,female,36.0,1,0,226875,26.0,,S,2.0
519,520,0,3,male,32.0,0,0,349242,7.8958,,S,2.0
520,521,1,1,female,30.0,0,0,12749,93.5,B73,S,1.0
521,522,0,3,male,22.0,0,0,349252,7.8958,,S,2.0
522,523,0,3,male,29.0,0,0,2624,7.225,,C,2.0
523,524,1,1,female,44.0,0,1,111361,57.9792,B18,C,1.0
524,525,0,3,male,29.0,0,0,2700,7.2292,,C,2.0
525,526,0,3,male,40.5,0,0,367232,7.75,,Q,2.0
526,527,1,2,female,50.0,0,0,W./C. 14258,10.5,,S,2.0
527,528,0,1,male,29.0,0,0,PC 17483,221.7792,C95,S,2.0
528,529,0,3,male,39.0,0,0,3101296,7.925,,S,2.0
529,530,0,2,male,23.0,2,1,29104,11.5,,S,2.0
530,531,1,2,female,2.0,1,1,26360,26.0,,S,2.0
531,532,0,3,male,29.0,0,0,2641,7.2292,,C,2.0
532,533,0,3,male,17.0,1,1,2690,7.2292,,C,2.0
533,534,1,3,female,29.0,0,2,2668,22.3583,,C,2.0
534,535,0,3,female,30.0,0,0,315084,8.6625,,S,2.0
535,536,1,2,female,7.0,0,2,F.C.C. 13529,26.25,,S,2.0
536,537,0,1,male,45.0,0,0,113050,26.55,B38,S,1.0
537,538,1,1,female,30.0,0,0,PC 17761,106.425,,C,2.0
538,539,0,3,male,29.0,0,0,364498,14.5,,S,2.0
539,540,1,1,female,22.0,0,2,13568,49.5,B39,C,1.0
540,541,1,1,female,36.0,0,2,WE/P 5735,71.0,B22,S,1.0
541,542,0,3,female,9.0,4,2,347082,31.275,,S,2.0
542,543,0,3,female,11.0,4,2,347082,31.275,,S,2.0
543,544,1,2,male,32.0,1,0,2908,26.0,,S,2.0
544,545,0,1,male,50.0,1,0,PC 17761,106.425,C86,C,2.0
545,546,0,1,male,64.0,0,0,693,26.0,,S,2.0
546,547,1,2,female,19.0,1,0,2908,26.0,,S,2.0
547,548,1,2,male,29.0,0,0,SC/PARIS 2146,13.8625,,C,2.0
548,549,0,3,male,33.0,1,1,363291,20.525,,S,2.0
549,550,1,2,male,8.0,1,1,C.A. 33112,36.75,,S,2.0
550,551,1,1,male,17.0,0,2,17421,110.8833,C70,C,2.0
551,552,0,2,male,27.0,0,0,244358,26.0,,S,2.0
552,553,0,3,male,29.0,0,0,330979,7.8292,,Q,2.0
553,554,1,3,male,22.0,0,0,2620,7.225,,C,2.0
554,555,1,3,female,22.0,0,0,347085,7.775,,S,2.0
555,556,0,1,male,62.0,0,0,113807,26.55,,S,2.0
556,557,1,1,female,48.0,1,0,11755,39.6,A16,C,0.0
557,558,0,1,male,29.0,0,0,PC 17757,227.525,,C,2.0
558,559,1,1,female,39.0,1,1,110413,79.65,E67,S,4.0
559,560,1,3,female,36.0,1,0,345572,17.4,,S,2.0
560,561,0,3,male,29.0,0,0,372622,7.75,,Q,2.0
561,562,0,3,male,40.0,0,0,349251,7.8958,,S,2.0
562,563,0,2,male,28.0,0,0,218629,13.5,,S,2.0
563,564,0,3,male,29.0,0,0,SOTON/OQ 392082,8.05,,S,2.0
564,565,0,3,female,29.0,0,0,SOTON/O.Q. 392087,8.05,,S,2.0
565,566,0,3,male,24.0,2,0,A/4 48871,24.15,,S,2.0
566,567,0,3,male,19.0,0,0,349205,7.8958,,S,2.0
567,568,0,3,female,29.0,0,4,349909,21.075,,S,2.0
568,569,0,3,male,29.0,0,0,2686,7.2292,,C,2.0
569,570,1,3,male,32.0,0,0,350417,7.8542,,S,2.0
570,571,1,2,male,62.0,0,0,S.W./PP 752,10.5,,S,2.0
571,572,1,1,female,53.0,2,0,11769,51.4792,C101,S,2.0
572,573,1,1,male,36.0,0,0,PC 17474,26.3875,E25,S,4.0
573,574,1,3,female,29.0,0,0,14312,7.75,,Q,2.0
574,575,0,3,male,16.0,0,0,A/4. 20589,8.05,,S,2.0
575,576,0,3,male,19.0,0,0,358585,14.5,,S,2.0
576,577,1,2,female,34.0,0,0,243880,13.0,,S,2.0
577,578,1,1,female,39.0,1,0,13507,55.9,E44,S,4.0
578,579,0,3,female,29.0,1,0,2689,14.4583,,C,2.0
579,580,1,3,male,32.0,0,0,STON/O 2. 3101286,7.925,,S,2.0
580,581,1,2,female,25.0,1,1,237789,30.0,,S,2.0
581,582,1,1,female,39.0,1,1,17421,110.8833,C68,C,2.0
582,583,0,2,male,54.0,0,0,28403,26.0,,S,2.0
583,584,0,1,male,36.0,0,0,13049,40.125,A10,C,0.0
584,585,0,3,male,29.0,0,0,3411,8.7125,,C,2.0
585,586,1,1,female,18.0,0,2,110413,79.65,E68,S,4.0
586,587,0,2,male,47.0,0,0,237565,15.0,,S,2.0
587,588,1,1,male,60.0,1,1,13567,79.2,B41,C,1.0
588,589,0,3,male,22.0,0,0,14973,8.05,,S,2.0
589,590,0,3,male,29.0,0,0,A./5. 3235,8.05,,S,2.0
590,591,0,3,male,35.0,0,0,STON/O 2. 3101273,7.125,,S,2.0
591,592,1,1,female,52.0,1,0,36947,78.2667,D20,C,3.0
592,593,0,3,male,47.0,0,0,A/5 3902,7.25,,S,2.0
593,594,0,3,female,29.0,0,2,364848,7.75,,Q,2.0
594,595,0,2,male,37.0,1,0,SC/AH 29037,26.0,,S,2.0
595,596,0,3,male,36.0,1,1,345773,24.15,,S,2.0
596,597,1,2,female,29.0,0,0,248727,33.0,,S,2.0
597,598,0,3,male,49.0,0,0,LINE,0.0,,S,2.0
598,599,0,3,male,29.0,0,0,2664,7.225,,C,2.0
599,600,1,1,male,49.0,1,0,PC 17485,56.9292,A20,C,0.0
600,601,1,2,female,24.0,2,1,243847,27.0,,S,2.0
601,602,0,3,male,29.0,0,0,349214,7.8958,,S,2.0
602,603,0,1,male,29.0,0,0,113796,42.4,,S,2.0
603,604,0,3,male,44.0,0,0,364511,8.05,,S,2.0
604,605,1,1,male,35.0,0,0,111426,26.55,,C,2.0
605,606,0,3,male,36.0,1,0,349910,15.55,,S,2.0
606,607,0,3,male,30.0,0,0,349246,7.8958,,S,2.0
607,608,1,1,male,27.0,0,0,113804,30.5,,S,2.0
608,609,1,2,female,22.0,1,2,SC/Paris 2123,41.5792,,C,2.0
609,610,1,1,female,40.0,0,0,PC 17582,153.4625,C125,S,2.0
610,611,0,3,female,39.0,1,5,347082,31.275,,S,2.0
611,612,0,3,male,29.0,0,0,SOTON/O.Q. 3101305,7.05,,S,2.0
612,613,1,3,female,29.0,1,0,367230,15.5,,Q,2.0
613,614,0,3,male,29.0,0,0,370377,7.75,,Q,2.0
614,615,0,3,male,35.0,0,0,364512,8.05,,S,2.0
615,616,1,2,female,24.0,1,2,220845,65.0,,S,2.0
616,617,0,3,male,34.0,1,1,347080,14.4,,S,2.0
617,618,0,3,female,26.0,1,0,A/5. 3336,16.1,,S,2.0
618,619,1,2,female,4.0,2,1,230136,39.0,F4,S,5.0
619,620,0,2,male,26.0,0,0,31028,10.5,,S,2.0
620,621,0,3,male,27.0,1,0,2659,14.4542,,C,2.0
621,622,1,1,male,42.0,1,0,11753,52.5542,D19,S,3.0
622,623,1,3,male,20.0,1,1,2653,15.7417,,C,2.0
623,624,0,3,male,21.0,0,0,350029,7.8542,,S,2.0
624,625,0,3,male,21.0,0,0,54636,16.1,,S,2.0
625,626,0,1,male,61.0,0,0,36963,32.3208,D50,S,3.0
626,627,0,2,male,57.0,0,0,219533,12.35,,Q,2.0
627,628,1,1,female,21.0,0,0,13502,77.9583,D9,S,3.0
628,629,0,3,male,26.0,0,0,349224,7.8958,,S,2.0
629,630,0,3,male,29.0,0,0,334912,7.7333,,Q,2.0
630,631,1,1,male,80.0,0,0,27042,30.0,A23,S,0.0
631,632,0,3,male,51.0,0,0,347743,7.0542,,S,2.0
632,633,1,1,male,32.0,0,0,13214,30.5,B50,C,1.0
633,634,0,1,male,29.0,0,0,112052,0.0,,S,2.0
634,635,0,3,female,9.0,3,2,347088,27.9,,S,2.0
635,636,1,2,female,28.0,0,0,237668,13.0,,S,2.0
636,637,0,3,male,32.0,0,0,STON/O 2. 3101292,7.925,,S,2.0
637,638,0,2,male,31.0,1,1,C.A. 31921,26.25,,S,2.0
638,639,0,3,female,41.0,0,5,3101295,39.6875,,S,2.0
639,640,0,3,male,29.0,1,0,376564,16.1,,S,2.0
640,641,0,3,male,20.0,0,0,350050,7.8542,,S,2.0
641,642,1,1,female,24.0,0,0,PC 17477,69.3,B35,C,1.0
642,643,0,3,female,2.0,3,2,347088,27.9,,S,2.0
643,644,1,3,male,29.0,0,0,1601,56.4958,,S,2.0
644,645,1,3,female,0.75,2,1,2666,19.2583,,C,2.0
645,646,1,1,male,48.0,1,0,PC 17572,76.7292,D33,C,3.0
646,647,0,3,male,19.0,0,0,349231,7.8958,,S,2.0
647,648,1,1,male,56.0,0,0,13213,35.5,A26,C,0.0
648,649,0,3,male,29.0,0,0,S.O./P.P. 751,7.55,,S,2.0
649,650,1,3,female,23.0,0,0,CA. 2314,7.55,,S,2.0
650,651,0,3,male,29.0,0,0,349221,7.8958,,S,2.0
651,652,1,2,female,18.0,0,1,231919,23.0,,S,2.0
652,653,0,3,male,21.0,0,0,8475,8.4333,,S,2.0
653,654,1,3,female,29.0,0,0,330919,7.8292,,Q,2.0
654,655,0,3,female,18.0,0,0,365226,6.75,,Q,2.0
655,656,0,2,male,24.0,2,0,S.O.C. 14879,73.5,,S,2.0
656,657,0,3,male,29.0,0,0,349223,7.8958,,S,2.0
657,658,0,3,female,32.0,1,1,364849,15.5,,Q,2.0
658,659,0,2,male,23.0,0,0,29751,13.0,,S,2.0
659,660,0,1,male,58.0,0,2,35273,113.275,D48,C,3.0
660,661,1,1,male,50.0,2,0,PC 17611,133.65,,S,2.0
661,662,0,3,male,40.0,0,0,2623,7.225,,C,2.0
662,663,0,1,male,47.0,0,0,5727,25.5875,E58,S,4.0
663,664,0,3,male,36.0,0,0,349210,7.4958,,S,2.0
664,665,1,3,male,20.0,1,0,STON/O 2. 3101285,7.925,,S,2.0
665,666,0,2,male,32.0,2,0,S.O.C. 14879,73.5,,S,2.0
666,667,0,2,male,25.0,0,0,234686,13.0,,S,2.0
667,668,0,3,male,29.0,0,0,312993,7.775,,S,2.0
668,669,0,3,male,43.0,0,0,A/5 3536,8.05,,S,2.0
669,670,1,1,female,29.0,1,0,19996,52.0,C126,S,2.0
670,671,1,2,female,40.0,1,1,29750,39.0,,S,2.0
671,672,0,1,male,31.0,1,0,F.C. 12750,52.0,B71,S,1.0
672,673,0,2,male,70.0,0,0,C.A. 24580,10.5,,S,2.0
673,674,1,2,male,31.0,0,0,244270,13.0,,S,2.0
674,675,0,2,male,29.0,0,0,239856,0.0,,S,2.0
675,676,0,3,male,18.0,0,0,349912,7.775,,S,2.0
676,677,0,3,male,24.5,0,0,342826,8.05,,S,2.0
677,678,1,3,female,18.0,0,0,4138,9.8417,,S,2.0
678,679,0,3,female,43.0,1,6,CA 2144,46.9,,S,2.0
679,680,1,1,male,36.0,0,1,PC 17755,512.3292,B51 B53 B55,C,1.0
680,681,0,3,female,29.0,0,0,330935,8.1375,,Q,2.0
681,682,1,1,male,27.0,0,0,PC 17572,76.7292,D49,C,3.0
682,683,0,3,male,20.0,0,0,6563,9.225,,S,2.0
683,684,0,3,male,14.0,5,2,CA 2144,46.9,,S,2.0
684,685,0,2,male,60.0,1,1,29750,39.0,,S,2.0
685,686,0,2,male,25.0,1,2,SC/Paris 2123,41.5792,,C,2.0
686,687,0,3,male,14.0,4,1,3101295,39.6875,,S,2.0
687,688,0,3,male,19.0,0,0,349228,10.1708,,S,2.0
688,689,0,3,male,18.0,0,0,350036,7.7958,,S,2.0
689,690,1,1,female,15.0,0,1,24160,211.3375,B5,S,1.0
690,691,1,1,male,31.0,1,0,17474,57.0,B20,S,1.0
691,692,1,3,female,4.0,0,1,349256,13.4167,,C,2.0
692,693,1,3,male,29.0,0,0,1601,56.4958,,S,2.0
693,694,0,3,male,25.0,0,0,2672,7.225,,C,2.0
694,695,0,1,male,60.0,0,0,113800,26.55,,S,2.0
695,696,0,2,male,52.0,0,0,248731,13.5,,S,2.0
696,697,0,3,male,44.0,0,0,363592,8.05,,S,2.0
697,698,1,3,female,29.0,0,0,35852,7.7333,,Q,2.0
698,699,0,1,male,49.0,1,1,17421,110.8833,C68,C,2.0
699,700,0,3,male,42.0,0,0,348121,7.65,F G63,S,5.0
700,701,1,1,female,18.0,1,0,PC 17757,227.525,C62 C64,C,2.0
701,702,1,1,male,35.0,0,0,PC 17475,26.2875,E24,S,4.0
702,703,0,3,female,18.0,0,1,2691,14.4542,,C,2.0
703,704,0,3,male,25.0,0,0,36864,7.7417,,Q,2.0
704,705,0,3,male,26.0,1,0,350025,7.8542,,S,2.0
705,706,0,2,male,39.0,0,0,250655,26.0,,S,2.0
706,707,1,2,female,45.0,0,0,223596,13.5,,S,2.0
707,708,1,1,male,42.0,0,0,PC 17476,26.2875,E24,S,4.0
708,709,1,1,female,22.0,0,0,113781,151.55,,S,2.0
709,710,1,3,male,29.0,1,1,2661,15.2458,,C,2.0
710,711,1,1,female,24.0,0,0,PC 17482,49.5042,C90,C,2.0
711,712,0,1,male,29.0,0,0,113028,26.55,C124,S,2.0
712,713,1,1,male,48.0,1,0,19996,52.0,C126,S,2.0
713,714,0,3,male,29.0,0,0,7545,9.4833,,S,2.0
714,715,0,2,male,52.0,0,0,250647,13.0,,S,2.0
715,716,0,3,male,19.0,0,0,348124,7.65,F G73,S,5.0
716,717,1,1,female,38.0,0,0,PC 17757,227.525,C45,C,2.0
717,718,1,2,female,27.0,0,0,34218,10.5,E101,S,4.0
718,719,0,3,male,29.0,0,0,36568,15.5,,Q,2.0
719,720,0,3,male,33.0,0,0,347062,7.775,,S,2.0
720,721,1,2,female,6.0,0,1,248727,33.0,,S,2.0
721,722,0,3,male,17.0,1,0,350048,7.0542,,S,2.0
722,723,0,2,male,34.0,0,0,12233,13.0,,S,2.0
723,724,0,2,male,50.0,0,0,250643,13.0,,S,2.0
724,725,1,1,male,27.0,1,0,113806,53.1,E8,S,4.0
725,726,0,3,male,20.0,0,0,315094,8.6625,,S,2.0
726,727,1,2,female,30.0,3,0,31027,21.0,,S,2.0
727,728,1,3,female,29.0,0,0,36866,7.7375,,Q,2.0
728,729,0,2,male,25.0,1,0,236853,26.0,,S,2.0
729,730,0,3,female,25.0,1,0,STON/O2. 3101271,7.925,,S,2.0
730,731,1,1,female,29.0,0,0,24160,211.3375,B5,S,1.0
731,732,0,3,male,11.0,0,0,2699,18.7875,,C,2.0
732,733,0,2,male,29.0,0,0,239855,0.0,,S,2.0
733,734,0,2,male,23.0,0,0,28425,13.0,,S,2.0
734,735,0,2,male,23.0,0,0,233639,13.0,,S,2.0
735,736,0,3,male,28.5,0,0,54636,16.1,,S,2.0
736,737,0,3,female,48.0,1,3,W./C. 6608,34.375,,S,2.0
737,738,1,1,male,35.0,0,0,PC 17755,512.3292,B101,C,1.0
738,739,0,3,male,29.0,0,0,349201,7.8958,,S,2.0
739,740,0,3,male,29.0,0,0,349218,7.8958,,S,2.0
740,741,1,1,male,29.0,0,0,16988,30.0,D45,S,3.0
741,742,0,1,male,36.0,1,0,19877,78.85,C46,S,2.0
742,743,1,1,female,21.0,2,2,PC 17608,262.375,B57 B59 B63 B66,C,1.0
743,744,0,3,male,24.0,1,0,376566,16.1,,S,2.0
744,745,1,3,male,31.0,0,0,STON/O 2. 3101288,7.925,,S,2.0
745,746,0,1,male,70.0,1,1,WE/P 5735,71.0,B22,S,1.0
746,747,0,3,male,16.0,1,1,C.A. 2673,20.25,,S,2.0
747,748,1,2,female,30.0,0,0,250648,13.0,,S,2.0
748,749,0,1,male,19.0,1,0,113773,53.1,D30,S,3.0
749,750,0,3,male,31.0,0,0,335097,7.75,,Q,2.0
750,751,1,2,female,4.0,1,1,29103,23.0,,S,2.0
751,752,1,3,male,6.0,0,1,392096,12.475,E121,S,4.0
752,753,0,3,male,33.0,0,0,345780,9.5,,S,2.0
753,754,0,3,male,23.0,0,0,349204,7.8958,,S,2.0
754,755,1,2,female,48.0,1,2,220845,65.0,,S,2.0
755,756,1,2,male,0.67,1,1,250649,14.5,,S,2.0
756,757,0,3,male,28.0,0,0,350042,7.7958,,S,2.0
757,758,0,2,male,18.0,0,0,29108,11.5,,S,2.0
758,759,0,3,male,34.0,0,0,363294,8.05,,S,2.0
759,760,1,1,female,33.0,0,0,110152,86.5,B77,S,1.0
760,761,0,3,male,29.0,0,0,358585,14.5,,S,2.0
761,762,0,3,male,41.0,0,0,SOTON/O2 3101272,7.125,,S,2.0
762,763,1,3,male,20.0,0,0,2663,7.2292,,C,2.0
763,764,1,1,female,36.0,1,2,113760,120.0,B96 B98,S,1.0
764,765,0,3,male,16.0,0,0,347074,7.775,,S,2.0
765,766,1,1,female,51.0,1,0,13502,77.9583,D11,S,3.0
766,767,0,1,male,29.0,0,0,112379,39.6,,C,2.0
767,768,0,3,female,30.5,0,0,364850,7.75,,Q,2.0
768,769,0,3,male,29.0,1,0,371110,24.15,,Q,2.0
769,770,0,3,male,32.0,0,0,8471,8.3625,,S,2.0
770,771,0,3,male,24.0,0,0,345781,9.5,,S,2.0
771,772,0,3,male,48.0,0,0,350047,7.8542,,S,2.0
772,773,0,2,female,57.0,0,0,S.O./P.P. 3,10.5,E77,S,4.0
773,774,0,3,male,29.0,0,0,2674,7.225,,C,2.0
774,775,1,2,female,54.0,1,3,29105,23.0,,S,2.0
775,776,0,3,male,18.0,0,0,347078,7.75,,S,2.0
776,777,0,3,male,29.0,0,0,383121,7.75,F38,Q,5.0
777,778,1,3,female,5.0,0,0,364516,12.475,,S,2.0
778,779,0,3,male,29.0,0,0,36865,7.7375,,Q,2.0
779,780,1,1,female,43.0,0,1,24160,211.3375,B3,S,1.0
780,781,1,3,female,13.0,0,0,2687,7.2292,,C,2.0
781,782,1,1,female,17.0,1,0,17474,57.0,B20,S,1.0
782,783,0,1,male,29.0,0,0,113501,30.0,D6,S,3.0
783,784,0,3,male,29.0,1,2,W./C. 6607,23.45,,S,2.0
784,785,0,3,male,25.0,0,0,SOTON/O.Q. 3101312,7.05,,S,2.0
785,786,0,3,male,25.0,0,0,374887,7.25,,S,2.0
786,787,1,3,female,18.0,0,0,3101265,7.4958,,S,2.0
787,788,0,3,male,8.0,4,1,382652,29.125,,Q,2.0
788,789,1,3,male,1.0,1,2,C.A. 2315,20.575,,S,2.0
789,790,0,1,male,46.0,0,0,PC 17593,79.2,B82 B84,C,1.0
790,791,0,3,male,29.0,0,0,12460,7.75,,Q,2.0
791,792,0,2,male,16.0,0,0,239865,26.0,,S,2.0
792,793,0,3,female,29.0,8,2,CA. 2343,69.55,,S,2.0
793,794,0,1,male,29.0,0,0,PC 17600,30.6958,,C,2.0
794,795,0,3,male,25.0,0,0,349203,7.8958,,S,2.0
795,796,0,2,male,39.0,0,0,28213,13.0,,S,2.0
796,797,1,1,female,49.0,0,0,17465,25.9292,D17,S,3.0
797,798,1,3,female,31.0,0,0,349244,8.6833,,S,2.0
798,799,0,3,male,30.0,0,0,2685,7.2292,,C,2.0
799,800,0,3,female,30.0,1,1,345773,24.15,,S,2.0
800,801,0,2,male,34.0,0,0,250647,13.0,,S,2.0
801,802,1,2,female,31.0,1,1,C.A. 31921,26.25,,S,2.0
802,803,1,1,male,11.0,1,2,113760,120.0,B96 B98,S,1.0
803,804,1,3,male,0.42,0,1,2625,8.5167,,C,2.0
804,805,1,3,male,27.0,0,0,347089,6.975,,S,2.0
805,806,0,3,male,31.0,0,0,347063,7.775,,S,2.0
806,807,0,1,male,39.0,0,0,112050,0.0,A36,S,0.0
807,808,0,3,female,18.0,0,0,347087,7.775,,S,2.0
808,809,0,2,male,39.0,0,0,248723,13.0,,S,2.0
